year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length,BMI
967,51.1445795893798,14.979361423639899,18,red,1776,35,1918.4207857626102,6.848912830277096
1148,43.802416587849926,11.17998828168002,9,red,1776,2,883.1285605920709,6.969037011808976
1757,44.31362864906787,13.307618593016006,11,red,1776,19,1446.32331242859,8.105004913186745
-1595,49.27852957326355,12.589153854649966,3,red,1776,23,1179.4142624576086,6.2002417851789104
12,54.79148094610613,13.835928161799265,11,green,1776,19,1439.7826037828672,5.512007319116444
731,40.7127796537069,11.159527553548317,12,green,1776,40,1798.5936400691876,8.052150148800413
-1034,50.65235144351502,12.929127981618246,10,blue,1776,20,1456.376858182864,6.026949835043244
-453,47.778593114119154,14.274462501976373,10,red,1777,2,1030.0321284870793,7.478605326661563
-1109,56.16102429760437,14.32573641512159,14,black,1777,4,1258.5993445491044,5.43218411401516
1768,52.89718977389343,13.793234924854357,10,red,1777,10,1177.7049913988187,5.895606620527607
561,53.15001876861578,13.34055679494884,0,red,1777,22,901.4148318490674,5.647999855049038
618,47.318131714808324,13.036310776551606,22,red,1777,14,1647.6937174516254,6.963492188666819
-1508,46.90057992233001,13.340940640004202,37,red,1777,7,2215.6167069961734,7.253666620749344
-370,47.32144207602533,11.854354666318228,5,red,1777,31,1438.1084221335302,6.3312511281378665
403,48.7841761688607,12.447203391477903,21,red,1777,29,2029.887341209337,6.255202888418896
901,60.01540560839849,15.959938245332147,5,red,1777,31,1310.2394969156715,5.299480282528628
531,57.64784536516367,14.665447903345521,1,red,1777,29,1109.8758232411083,5.277846280448861
-1806,53.82596318657142,13.624371518498764,12,green,1777,1,1134.7967016525072,5.624195685633997
1413,59.99182253195156,15.577450562394683,20,blue,1777,34,2009.6061883124348,5.176543109754566
1511,56.66389939089798,14.617309843407778,12,red,1777,40,1860.3036668292048,5.444802142798917
1032,58.98381382454227,15.074297044120835,8,red,1777,5,908.5817194841101,5.182018200141185
480,54.45083210996054,15.165852736731791,45,green,1777,36,3130.9401357761017,6.117660299435881
1492,45.628520352014185,11.649853852389574,1,red,1777,25,1050.604182781875,6.692297996587002
-1649,50.77034534074192,12.94682664157997,5,red,1777,15,1107.8880463242358,6.007180244259496
-1432,59.4373165419565,15.495173791755397,2,red,1777,11,926.8624685666451,5.245726324611164
1073,60.475601339775984,15.766789895963834,11,blue,1777,6,1062.5933262241836,5.155970865625513
1297,51.8270963709355,13.157807253218078,25,green,1777,18,1881.6753090850157,5.858646973169079
-689,54.63354886885414,15.705065203289438,11,red,1778,37,1782.8108351637559,6.29286600943033
1381,48.107392160526885,12.39337694373155,3,blue,1778,27,1165.078642749259,6.404623346895591
-1356,53.04756722856335,13.436978512154948,8,red,1778,37,1672.417456442732,5.71081700646451
769,50.1052258330328,12.809389835332626,6,red,1778,37,1513.703144870118,6.102249498620275
646,49.46777923372739,12.723093540326639,0,blue,1778,31,1108.0644390302339,6.218354221115798
80,39.68092464647045,9.921057665312144,12,red,1778,32,1745.9766048876606,7.535671741675314
-204,61.30397312517079,16.686413449628148,5,red,1778,29,1396.771677026574,5.310229867311947
-68,36.85684759244915,9.48995318794771,65,blue,1778,22,3658.4005004998994,8.355169442934592
806,49.19807670002538,12.888351307524637,1,red,1778,13,818.7656748608869,6.3683757543010975
-769,46.98457075183294,12.695547735958762,5,red,1778,7,968.2465170787544,6.878099925186561
516,70.2118572104533,18.283296412648458,0,red,1778,30,1139.8072537215753,4.435689559107477
-783,54.96859728614487,13.9707001107652,4,red,1778,21,1157.408672835228,5.529889159372569
-1159,42.32151334543647,13.198575563129973,2,blue,1778,19,1040.2824510885885,8.813172091114131
-857,47.577514754908016,14.06424417863994,3,red,1778,6,832.0124463856508,7.430883590574897
1739,50.74010907842586,12.889834049874734,6,red,1778,39,1601.2878884757429,5.987866350068841
671,37.67583936113303,9.846973344300402,14,red,1778,25,1557.0342509928973,8.296682189996572
-1429,56.95362897982885,15.977830929991137,0,green,1778,30,1212.8750014372579,5.8911839427461405
-310,52.41037347359703,13.28154669602331,8,blue,1778,9,1104.500653324154,5.782847102824255
-849,39.001107975756,11.493292011118799,2,blue,1778,23,1165.5491169072197,9.036871694888694
791,52.22742345474817,14.253613963476674,3,green,1778,11,833.928942547388,6.249645093287761
-1331,54.06002607851821,14.095066455899671,1,green,1778,14,879.9243371278721,5.768224984757143
-937,55.693146869452434,14.728871298411736,7,red,1778,16,1189.5154871659531,5.6792830868629
450,43.08243699939281,10.874962575083174,12,blue,1778,15,1393.7982784091143,7.007366184866889
-1573,49.86479333059125,12.491449510253053,7,green,1778,11,1106.8208001921364,6.008310321555973
-1267,50.750251255468704,14.227369477773179,2,red,1778,0,687.5080392084251,6.6065660594757425
154,55.53497411479726,16.714417863891804,9,blue,1778,22,1382.6783676002287,6.481651448494434
-17,53.59096566522979,13.817546555144993,4,blue,1778,16,1105.5879980950886,5.754072588127809
438,60.60408135452264,15.5682356339136,4,red,1778,36,1489.4951496653416,5.06947769377116
858,50.822597851298326,14.118437019388818,1,red,1778,8,649.9446314056152,6.537330846495915
73,49.541124776856606,12.718438492982626,3,red,1779,23,1177.337204727254,6.197686925654937
-862,44.394050154509245,11.300398529891446,9,red,1779,11,1165.7117046876356,6.85759430172994
-539,52.4530105085578,13.66235871467507,4,blue,1779,19,1126.719292005538,5.938987489734343
815,69.20438845704345,17.811085544217,3,blue,1779,36,1352.9198562718889,4.447855649728366
-115,45.065064996421476,11.881995454881375,12,red,1779,30,1659.446908651987,6.997403913872336
378,60.71609480342678,16.83432263693846,13,red,1779,32,1794.3246009785578,5.461545432802912
-884,50.3071014674656,13.472665350336852,11,red,1779,38,1802.598786674804,6.366818900150612
-244,47.47533265242504,13.493740997485357,4,red,1779,28,1289.1500954237863,7.160179374498281
-1621,48.42980439044197,12.484333531359152,15,red,1779,14,1466.5963632441444,6.366012662633721
-459,36.686187211373934,10.325834397172018,2,green,1779,23,1139.5005562783492,9.175876612250487
-515,34.541303183110735,9.629425226503587,10,green,1779,29,1595.714751289336,9.652737432846175
1131,52.443666342434106,13.731628300414554,10,red,1779,40,1680.033965364172,5.971226058104433
-770,51.882836786682255,13.504804065829726,17,blue,1779,13,1550.1017087261912,6.0002372817278715
506,48.486186266933764,13.065169561859403,12,green,1779,20,1345.1789105604353,6.646707457809131
-1264,39.18893861712191,10.218838347441638,1,red,1779,13,915.3137757093964,7.957966226142718
-819,46.71134273377779,12.330007388828255,9,green,1779,15,1244.485660525626,6.758435902192476
-1155,54.88448548005859,13.946635469482194,5,red,1779,26,1263.129835068434,5.537297030179603
936,39.54250031192419,10.374042300145618,5,green,1780,36,1407.7897557486951,7.935007220500549
-1547,63.52476920206152,16.745025655259408,4,blue,1780,35,1494.9577392616427,4.962804767886481
-369,45.68457194781251,11.678341418947893,19,blue,1780,32,1963.110361683735,6.692210807006998
-597,57.86525449421833,16.0339231478249,1,red,1780,10,828.7894909994118,5.727058612650879
-1264,43.369036106455056,10.956771625826779,2,red,1780,7,774.2088192376634,6.967077396560933
-778,52.57225930503213,15.450289988295381,7,red,1780,29,1427.3652268123842,6.685762080586807
824,46.405255990182084,11.95512002475677,32,blue,1780,6,1902.103958988819,6.6396801730710155
1656,51.836349992446785,14.181179387876583,2,green,1780,7,823.0555398982594,6.312059571536194
-481,53.97192815300908,16.578263742552807,4,green,1780,20,1164.1025744793508,6.806608043784284
344,43.44626818151469,11.800799766330123,1,red,1780,34,1284.5138611094258,7.477114811775616
1331,41.90793887243198,12.352794387518605,9,green,1780,26,1379.483754906547,8.412017632139335
873,55.72440323213968,14.835724782107567,0,blue,1780,4,581.4542157397411,5.714069007477976
-1121,50.8173485102101,12.724603637107963,6,red,1780,17,1200.6928335697526,5.8931544866547805
-1623,47.28900616894434,17.042695256848354,5,red,1780,14,1105.235457516004,9.114764868564954
1099,60.11343750704978,15.155413303478658,0,red,1780,9,708.7088239343482,5.015938734121423
-1335,36.328997081424816,9.185805012734834,3,red,1780,19,1100.0774829464237,8.32411306109089
-314,40.16145941087861,11.091867087804111,16,blue,1780,4,1367.6678572344265,8.224570921468445
-1434,55.02587694903568,15.08445321914663,0,red,1780,23,1035.7373524901893,5.958311336576081
762,51.20863485346287,14.630069874167987,25,red,1780,14,1772.3620591260078,6.672484427620668
957,73.50984572188557,18.721967172198,34,green,1780,24,2351.367482365744,4.143697297022627
219,51.61116478379724,13.533697669794554,2,green,1780,27,1241.6433864314383,6.076544947574998
-113,41.70657717172998,12.19452075027145,3,red,1780,9,927.077290278544,8.384616513405597
10,53.95367915098507,13.718667483210908,4,red,1780,21,1202.5308095612747,5.636342360299808
-1694,76.27980230346077,19.671008263639493,10,red,1781,0,995.8086261357477,4.0432916456706645
-285,67.30066988093229,16.95036442167454,0,blue,1781,20,978.2868590104011,4.47577072019371
561,44.87135660082185,11.660866477508305,5,red,1781,37,1459.1899100418798,6.926598079092091
-817,40.833783684962796,11.218535568704754,13,blue,1781,2,1146.2764485501496,8.046823709247601
410,47.6830997084538,14.08506910465373,5,blue,1781,23,1242.6411555504822,7.408965766868232
-546,54.63574565743641,13.666268310001085,8,red,1781,2,985.326735733311,5.475499693335145
-812,43.61184305448265,11.665258244278592,4,blue,1781,16,1107.9287862973447,7.3352182758636895
1687,53.09265207039764,15.84988797701077,3,red,1781,13,985.7285592990238,6.724885944503202
1335,51.38684287630162,13.892184785398115,1,green,1781,19,951.8476859089552,6.292080123482095
-1798,49.66401859223907,14.253713763793892,5,blue,1781,22,1256.4547669339065,6.9114931644203255
-350,55.0499477842827,18.671250576096472,3,blue,1781,11,952.9442160650062,7.368636786444675
1188,55.841171564286036,14.387855284314128,4,green,1781,8,792.1755282199948,5.5184178716201355
-739,53.872130731275554,16.434280522260792,10,red,1781,24,1484.123112492621,6.772514681197945
-314,41.67944724937994,11.082880317899631,2,red,1781,37,1409.424780483893,7.630206772308437
1636,45.59171618124192,11.496908529635254,30,blue,1781,1,1807.5629134256042,6.6151052817828315
-995,56.52881666074506,16.626744146768168,8,red,1781,33,1565.7531301104289,6.2229310711380705
-1907,50.4779838129124,13.09490043463163,8,green,1781,38,1656.2529867487715,6.146469994321331
1203,52.643074459126375,13.69019087875624,0,red,1781,36,1204.9091017286396,5.9081917063215945
-1927,48.39880318809243,12.124948590202113,1,blue,1782,10,812.7595449353553,6.190678153649142
1217,46.3502337848937,11.927948478846389,9,red,1782,20,1262.7750845863131,6.640326927123974
-201,38.97508376057135,9.82910475630018,23,red,1782,5,1613.2222159137455,7.738689370916661
422,48.78689008301152,13.680519617714838,16,red,1782,18,1620.5534120769019,6.874227305813367
-709,50.19100726691857,12.884789773071743,2,red,1782,7,796.9108377824239,6.117205626292061
637,43.01958884323086,10.943452630718415,4,red,1782,33,1316.5195624249595,7.072116674136338
1226,47.64562265051955,12.191628420649536,11,red,1782,7,1078.1678033127898,6.423079082864028
71,52.81488319103368,18.13002625727664,1,red,1782,29,1203.1694929708294,7.773441795368171
-1479,43.65521221427163,11.640684477490995,9,red,1782,9,1109.6078440048923,7.305229690547564
-1377,58.542939791068136,14.967185746497414,22,red,1782,33,2155.965508701837,5.222983565310174
-794,51.99293155029084,13.355272897034054,9,red,1782,20,1313.7206069370227,5.908697022691333
-981,42.18694373022921,10.853776736623066,2,red,1782,3,744.0428819508493,7.293774323906776
-1087,52.62667559311436,13.980503057648072,25,red,1782,31,2267.199869869984,6.037240693555348
1202,47.317376731927375,12.229793995859767,10,green,1782,6,1058.2993216223363,6.532890637949963
-860,44.53481021009029,11.761551817524287,6,red,1782,24,1352.155601216085,7.092396058416289
92,48.424829033284496,12.720431179061311,4,red,1782,25,1277.8199534472324,6.487736545536429
1706,55.606645374234645,14.19977908643239,14,blue,1782,8,1306.6876730252231,5.492319098888836
-583,43.278728314305205,12.322427744859523,5,blue,1782,6,917.9131446634347,7.868190444591577
-1029,53.040964137873914,15.467084326683088,6,blue,1782,5,915.4054039432172,6.575264066856158
-317,48.59896020017838,13.697427953007185,13,blue,1782,31,1738.521023151671,6.936056707720236
-1658,53.90978549402965,13.673558368768575,4,blue,1783,21,1161.6366870002514,5.6269610183688705
-344,41.67012246162508,13.403478243437679,10,red,1783,37,1765.9552112470872,9.231994251712527
734,55.93419454318267,14.412857453983232,20,red,1783,14,1552.3764577248592,5.5096356419451515
832,48.08849300930686,13.120778974301686,2,red,1783,27,1137.6652082724793,6.785859290941741
1390,38.617509128629166,9.80482312899803,0,green,1783,33,1182.4561826485312,7.863190787153937
992,29.94389943258642,7.524046657813653,1,green,1783,17,895.1892122826775,10.036038858848014
1561,46.098511573740474,11.634142905211357,41,red,1783,17,2592.522111937782,6.547690654549665
-1651,45.192152471197915,11.33289115968938,10,blue,1783,9,1177.1029241054446,6.636547836226948
-1415,45.91571458314336,13.094939812646922,3,red,1783,35,1416.0052096951424,7.428623993049044
1713,59.49851988951211,17.355844359594332,4,red,1783,33,1374.5664283595713,5.863554792103514
795,53.788455548189795,13.957393121046655,11,blue,1783,37,1687.5393618783655,5.769706578004872
-1859,52.806495528035384,14.485556023926504,4,blue,1783,29,1325.0987578217248,6.212809565495406
1109,51.46334900355487,13.502805506397408,7,blue,1783,12,989.6551691948558,6.097551652522446
606,55.690737991856246,14.338214356285013,15,red,1783,32,1719.9901095022028,5.529128559451348
-1801,57.92486232852172,16.557693191621205,15,red,1783,21,1617.1798419602346,5.90197513789722
-1759,46.204847371156255,11.966271071216772,14,red,1783,25,1656.9097790330577,6.703649851814377
1016,44.72890568122824,11.639464613442769,18,red,1783,38,1957.151383929145,6.957993576175156
800,36.15757394797269,9.19986571658195,4,red,1783,23,1122.9872494865765,8.416092253851147
-532,45.46677349104743,11.807172901386421,0,blue,1783,36,1313.1023418006998,6.831014642464657
-995,47.012058925495005,13.468523289145816,2,red,1783,4,749.3424472922468,7.2883463592212925
27,45.81253736978934,11.881135079894626,6,blue,1784,14,1112.3704280876827,6.770438636827087
984,58.96433265029395,15.20127833049497,8,red,1784,39,1620.4259009696011,5.229123522369472
-825,38.15416300512738,9.650882751755136,12,red,1784,33,1761.844048759221,7.928859880983619
-1787,43.99386620945677,11.513406762011032,13,red,1784,8,1260.1930916054762,7.1145453833948125
-17,67.75804485080845,18.48506518556271,1,blue,1784,18,973.2896732456296,4.815338476202107
1199,41.13451695571743,11.839393552632561,5,red,1784,13,971.0481744546682,8.368434455163793
-1271,42.35638712944814,12.293884181897834,13,blue,1784,37,1874.0812847138764,8.195564349118484
1531,49.8753862707887,12.922479588329145,9,blue,1784,19,1345.1537231964896,6.21299316278307
1173,56.559161433786336,14.45251755738263,29,green,1784,1,1657.6412264410637,5.403375474239748
1352,54.480887958731174,13.872705887125543,1,blue,1784,3,603.9738538296626,5.589853031279079
-72,51.52152931970917,13.190513938711478,9,red,1784,23,1397.1694865074664,5.943082935903624
518,44.16788560866033,11.263211755138407,13,red,1784,0,1056.710570683477,6.905205308300247
319,52.180787657606395,13.496929941520788,3,blue,1784,36,1447.4021644213972,5.928451864947394
-1371,42.89119132254986,10.833765421753162,10,green,1784,32,1659.4214120488361,7.043212225907954
1005,49.220360777738925,13.320886115368229,4,red,1784,13,949.370811979549,6.576140679466581
895,52.76180717756003,13.267034541876328,4,red,1784,26,1197.6346615674004,5.699832590899523
477,48.348036767820965,13.028891202462539,9,red,1784,12,1195.9458603299745,6.666184590179853
75,49.18722572815653,12.535859995719631,21,green,1785,13,1728.8166117992319,6.19693644754796
-1480,62.298599882109535,17.107307829877218,4,blue,1785,21,1178.2186806408251,5.271723975836609
1688,55.87597368278859,16.527623724982174,14,blue,1785,30,1805.0693863513752,6.331225380544536
-332,40.943536412354604,10.987886330040308,1,green,1785,5,780.1566271777496,7.839186933332176
-467,53.07221866162299,14.4443002215767,1,red,1785,15,958.9678496440338,6.133234709314349
-351,44.216777363718755,11.400754400938226,4,blue,1785,34,1391.2249023757554,6.974080910099008
82,49.31539237153061,14.361734162066623,21,red,1785,32,2055.0072847139445,7.062678920819263
-826,66.91048282578399,17.46025328226921,9,green,1785,28,1546.6367740243313,4.664335456455859
1299,48.70413903624378,12.266002435033675,9,red,1785,32,1489.383964962799,6.184418500987811
-1210,41.21512681771588,10.66130116806495,1,red,1785,15,922.8848367672406,7.506275429280182
-498,53.22626548336213,13.999310466184628,10,green,1785,25,1484.4960047998982,5.909928390995843
-805,46.50731373208993,11.99027260837868,37,black,1785,19,2444.0939241214437,6.630008906133263
-560,54.104509928238315,14.023116858436893,8,blue,1785,10,1112.0698246347827,5.729347750686824
283,61.11916943384848,15.554689201355332,6,green,1785,5,929.4523434292471,4.980053580865537
-1930,53.72462885619903,13.748083085235717,4,red,1785,12,1014.040242105711,5.696693653865792
-66,40.29413211353749,10.115769874324725,14,blue,1785,14,1431.6944625221274,7.451486073074339
778,44.234840993568525,11.606642704173979,26,red,1785,1,1583.721150094624,7.094229594417709
-222,46.71820244257658,14.685285456472013,1,blue,1785,33,1321.7125224471904,8.047068710394951
807,52.05044259113888,13.635078066286086,15,red,1785,10,1292.2525080025953,6.019166275370695
1583,45.58835341547288,11.642172034710292,36,green,1785,39,2831.603803923779,6.699675451272846
482,59.99511157709068,15.070299155035684,5,green,1785,15,1099.143705493498,5.007462526634574
-183,47.71109401796079,14.373718426409043,15,green,1785,15,1483.3412762562725,7.551929866531679
-979,48.35177933184555,12.661113988473392,47,red,1785,37,3194.766242750189,6.47700992802328
-1717,41.977028561149,10.88985945921117,32,blue,1785,33,2539.5763171905633,7.391395726795659
1039,43.67328878906538,11.23461269830582,14,red,1785,4,1143.4349107959654,7.044560050039407
1384,42.36159113958194,10.820016553568875,10,red,1785,12,1132.1893087385877,7.2112568076859995
-46,43.15795951859285,11.131896117921965,14,black,1785,24,1658.851850487593,7.147841331903636
1006,49.69666947927448,12.78154280335121,51,green,1785,23,3045.2295810241617,6.189510083077623
-287,52.06277043856656,15.375257873129671,5,red,1785,0,772.2354197031707,6.784149727652357
-171,42.81215082442452,11.317318294099692,9,red,1786,34,1629.558763974189,7.384770483456961
1138,42.104445358720824,11.056934406510841,10,red,1786,27,1445.6494764565427,7.459442951586827
275,46.207720601547855,12.77325093220173,10,red,1786,16,1305.839236476335,7.154839865274621
1492,55.70264355977075,15.53188353430695,12,red,1786,39,1775.735634955444,5.98687343901956
-328,46.61631117392924,13.335686410704048,1,red,1786,30,1240.834495132146,7.339511097995932
758,60.980420761613566,16.22721908164257,7,green,1786,1,795.7892901298472,5.219042476500554
949,58.32900381710301,15.170555564267362,0,red,1786,18,838.7818141348015,5.332856923786487
298,39.13003934292506,9.866344174664494,9,red,1786,36,1690.2265262381927,7.7066077929681045
883,42.60273338232925,11.041719193858906,4,red,1786,7,823.7137345599797,7.275943785064561
-1825,58.96968981549751,15.536679253083832,25,red,1786,33,2288.2690149594946,5.343527865944581
1431,43.40264332464229,10.964525001082299,2,red,1786,12,804.17398064687,6.961214683868497
-1747,46.532107901570754,12.57655121400416,21,green,1786,32,2074.9444523168045,6.94678208985925
-1314,56.35668448860017,14.974797834922008,1,red,1786,32,1277.4219524807002,5.638942454679639
-1931,55.60795885043691,14.596624464915283,0,red,1786,16,945.4722872413431,5.645547838408981
650,39.46735283155782,12.114455893930787,3,red,1786,32,1299.6606337497683,9.30155336165337
1288,59.01209443601859,15.11394622497979,5,blue,1786,33,1337.0206257215552,5.190669536371011
1721,43.69284006666837,11.21231274048909,7,blue,1786,38,1641.3097086003065,7.024286517040327
1206,66.45205646643005,17.714000113921976,51,green,1787,14,2837.706211269571,4.7976366941938755
-1762,52.8692519323986,14.302539715363823,10,blue,1787,0,986.1600803420962,6.119760085482624
1521,43.91291694171345,11.847937329919086,30,red,1787,33,2449.671520011306,7.3482807527752625
766,50.238070592614385,12.703105897725218,3,blue,1787,26,1146.1774766975448,6.019654701976273
414,46.41511409244775,12.604396313724209,4,red,1787,18,1112.5979441634302,6.997304454656985
-1103,53.5668202575774,14.818696107361646,7,blue,1787,33,1544.2362084010865,6.176548024422741
875,61.85668402697511,16.028549254705332,2,blue,1787,32,1223.3657338683315,5.010124424096867
1788,40.99863599204026,10.410484132265058,1,green,1787,23,1112.1273690587,7.4072955869211645
-184,54.481216261810495,16.005008552724863,15,red,1787,16,1545.894406166214,6.448963026226117
-719,39.75525802329438,11.13508610209907,8,red,1787,2,959.4302571615858,8.426204436920008
1322,44.888554644702474,11.83871606339852,1,red,1787,22,978.9575303211367,7.026853935716151
-1075,40.87058908045723,10.264190622262342,18,red,1787,37,2049.2741981249264,7.349037770482665
827,42.90826918445647,11.04493439127914,20,red,1787,26,1837.1302564984207,7.17478204533759
1509,50.58132278271278,13.170739623029432,8,blue,1787,8,1083.059596822679,6.156832861530494
-527,31.531816789543996,7.921088154834048,7,blue,1787,32,1514.2386332429433,9.528278067793295
-231,47.04830270014025,13.415748830982277,15,red,1787,13,1467.2790569777271,7.248607146888158
-1225,40.45236894442409,10.177512400079602,26,blue,1787,36,2361.156464597172,7.43843010113454
1326,45.36958275555798,11.757256825936905,9,red,1787,11,1107.3786414788526,6.831310094097719
-1914,67.41273554603943,17.330173979521266,19,blue,1787,10,1569.4260118029756,4.560858372331575
-1981,53.06457396790268,15.229527270821363,5,red,1787,23,1245.6482099883128,6.468515520020034
-543,40.824679503964504,11.126341482912977,1,green,1787,40,1431.6799612326333,7.984254692148879
-1844,47.11507362193292,13.83366893985022,7,red,1787,17,1240.1111281912704,7.453241529971967
-601,59.839041945108896,16.015984742989136,60,red,1787,1,3027.5178307376414,5.349484683470416
1728,57.944551742921675,14.492619563198438,9,green,1787,12,1186.9942944304596,5.162371353136255
1390,47.991842707579515,12.886757094767237,30,red,1787,25,2223.761052703909,6.691698367466211
231,50.166837657603885,12.989804404039747,37,red,1787,21,2475.809204036683,6.173006381480314
1760,55.25712999389872,15.081918242946328,2,red,1788,13,976.382488978022,5.907551261760367
-1796,45.366527071860354,13.956584866657721,20,green,1788,35,2116.2705919749546,8.110276444644017
901,54.96613125952613,14.311556395801484,0,red,1788,39,1296.4723766660782,5.665315364745987
1599,54.35462580201625,13.956819712698733,2,black,1788,20,1104.239513461251,5.64990328036881
-1571,41.087170717554535,11.366847363553468,63,red,1788,36,3840.850504149859,8.052952182947086
-1930,48.14164055891342,14.940926331877328,26,red,1788,7,1779.4636118367291,7.71015870649892
-939,50.75711849935172,13.221903054154957,7,blue,1788,23,1319.1643053362477,6.138010338518323
-9,44.71758674159496,11.3538383452218,8,blue,1788,35,1618.1973658854827,6.790684534838676
395,44.30686804341378,11.392183682581383,10,red,1788,5,1089.105885655139,6.940526877589246
-1679,57.37945832180448,14.949064236270804,11,red,1788,32,1658.691856486041,5.43036079417114
-92,48.62529234697421,12.912529250594824,13,red,1788,31,1784.2929637617217,6.531522581926673
-1034,44.790037566810625,11.672702110841815,7,red,1788,14,1181.0257407576405,6.958828191804933
-1732,55.460153639575466,14.338710296963807,26,red,1788,6,1738.593539654475,5.57539342710074
-947,52.19321633326374,13.53777763855299,1,red,1788,1,661.9557684579528,5.943562319283881
-1355,46.71330988120389,12.145418695388615,2,red,1788,13,927.7995206129531,6.6566967903967775
-1976,44.6894473380137,12.356326636413659,13,blue,1788,2,1142.1839129046875,7.399578429069095
-517,45.4287430377831,11.844317354126025,10,green,1788,26,1503.8764259373984,6.863982370715078
1262,48.416116669535505,12.326929942460247,11,red,1788,13,1206.703309567867,6.289303999051609
-1821,41.92315097406147,12.187009914395233,9,blue,1789,21,1390.8477202392792,8.293099871306055
1008,50.22828657301289,12.633379874122694,5,red,1789,13,956.9282929412982,5.98894594937583
207,47.76794615449456,12.710529790371737,20,green,1789,3,1445.2405227046931,6.662206361801307
-223,53.92418298859367,15.194591469215311,10,blue,1789,16,1378.265474543514,6.2495600518694205
1230,45.95896241622272,12.180020926041163,9,red,1789,25,1320.3810328914378,6.89660208238156
84,48.71643634035549,13.138869273709261,25,green,1789,32,2206.5464489960546,6.6211668722333155
-899,38.440251497970635,9.805851779051526,0,blue,1789,29,1193.4038839557231,7.9367088466182185
-1054,46.86401198820013,14.905727345367467,15,red,1789,11,1378.8024873345564,8.117117024510923
1272,37.66402782868894,11.202722671794444,3,blue,1789,9,761.042920723993,9.444905697779161
225,54.92055818667863,13.940763698067155,4,red,1789,0,768.4565367209906,5.527697212337713
-438,50.15800127500738,13.422051422540173,7,red,1789,7,1031.5236483885578,6.38066610988159
-1198,52.09300356063713,13.036285412692699,17,red,1789,1,1315.8500446052876,5.745431198284726
1149,45.753950926557174,12.032506122972814,15,red,1789,30,1717.9892400443164,6.874267888681886
-1451,35.805043351950324,9.109126193710187,7,blue,1789,8,1072.0287885472196,8.497983354335135
-1271,50.47946303880186,12.91212608707689,8,green,1789,3,968.1886179000273,6.060324378391268
-573,57.08509081410122,14.385382018503428,1,blue,1789,37,1358.1603478033894,5.279631023656146
60,51.77000139697481,16.292160618991723,3,green,1789,14,986.7648986492324,7.270259202990301
480,48.387085605903486,14.151519368441333,12,blue,1789,30,1671.9800239450838,7.2288914831573745
399,48.637314325248056,12.41954769800724,1,green,1789,8,812.9478091133034,6.279053352287135
1646,54.5406945911967,14.338042957800917,24,green,1789,19,1955.4362129624546,5.764692066178422
949,44.171755483726336,11.292379033610288,16,blue,1789,27,1703.8326600065816,6.9218740617258705
-260,47.983510324580905,13.138044338128042,5,blue,1790,22,1242.365236184383,6.824553702015654
-595,47.21095768498573,12.943810065575635,6,blue,1790,38,1603.4966049239108,6.945508965308253
1029,58.326758371188184,15.36223934062441,0,blue,1790,2,534.6327110686035,5.400654710745873
-47,49.731660679545584,13.463742836477218,1,red,1790,29,1239.339694952608,6.510696478441532
561,50.227833742978106,12.666598798882696,16,red,1790,2,1157.1670810161256,6.004801894504725
-1151,30.314140852421207,8.995309735534434,0,green,1790,3,662.6782235555694,11.707203265649072
421,46.536145600398605,15.06910605034322,15,green,1790,9,1363.127378799922,8.322125011859928
1074,50.84805199451205,13.556007288222615,0,red,1790,24,1005.3841608874457,6.270623412698358
1023,66.68506648990993,17.307857501422326,34,green,1790,11,2060.6805854237055,4.65493583677644
-356,46.46591607049296,14.217660459415228,11,blue,1790,19,1410.063527758984,7.875655237246129
-908,53.82718753418813,13.92823554240675,13,blue,1790,9,1309.720219009971,5.7493704260165295
1274,50.02833419303553,13.99528996826864,24,red,1790,32,2092.22609466782,6.687709217473266
713,56.2881551820836,14.889546751474278,5,red,1790,28,1277.5480970330557,5.620500784293662
-1818,54.51218517319927,14.736327372006214,25,red,1790,35,2332.913546202404,5.931023478009136
1386,49.49146967107787,13.98775786084658,9,red,1790,1,880.6594188575938,6.829909825939613
-995,58.78184174318999,15.036055395242796,1,blue,1790,35,1338.1269780919777,5.204453155756881
-1368,57.61459411728327,14.457206508729469,19,blue,1790,13,1622.3250656914806,5.2089109913826315
-1359,43.06689132543888,10.989401362786657,1,red,1790,10,809.8831278232003,7.086218698496108
1553,51.15781183204027,12.904870149303157,14,green,1790,25,1619.801003914466,5.897355166897429
1397,54.2639132450315,15.029952672620793,14,blue,1790,38,1843.0777499253447,6.104680775156729
-1617,41.56274460029855,11.26527103157675,9,red,1790,8,1106.8118371629237,7.799392438476623
739,50.13737649719586,13.737519860848176,5,red,1791,30,1322.270603156979,6.536009701219923
251,49.797883570708244,12.565344481652806,1,red,1791,8,804.6534908313926,6.060105623073522
30,53.00315870268409,13.344373443226285,1,red,1791,38,1403.2503219678463,5.680966764021164
-387,42.97585018633758,12.184073487135294,0,blue,1791,18,968.5253109520891,7.8898931342007295
-791,52.024826366091865,14.244803633408235,7,green,1791,14,1144.2317941988604,6.294521962412416
599,45.556787347008246,11.46985692535455,2,blue,1791,18,981.7814554505673,6.609664040276025
-243,46.09841844405251,12.292394726485933,13,red,1791,35,1795.542518180422,6.918182450860993
86,43.825018975348286,10.962452990102275,4,red,1791,13,1062.7728336079626,6.826389798728249
