"","X.2","X.1","X","year_of_birth","height","weight","scars","colour","year_of_discovery","number_of_lost_teeth","life_length","Life"
"989",989,989,989,"286 BC",44.73,13.41,0,"green",1751,18,974,"P.N.E."
"990",990,990,990,"131",47.64,14.87,6,"blue",1751,27,1386,"N.E."
"991",991,991,991,"591",40.08,12.15,27,"green",1751,8,1731,"N.E."
"992",992,992,992,"1326",55.25,16.94,6,"blue",1751,18,1091,"N.E."
"993",993,993,993,"345",46.24,14.21,12,"blue",1751,36,1805,"N.E."
"994",994,994,994,"756",39.9,11.14,14,"blue",1751,33,1683,"N.E."
"995",995,995,995,"1972 BC",45.83,13.68,25,"red",1751,33,2252,"P.N.E."
"996",996,996,996,"1416",29.14,8.05,1,"blue",1751,18,894,"N.E."
"997",997,997,997,"135",38.34,10.58,1,"blue",1751,29,1216,"N.E."
"998",998,998,998,"1614 BC",40.22,11.52,0,"red",1751,22,1032,"P.N.E."
"999",999,999,999,"1725 BC",44.2,12.46,19,"green",1751,14,1652,"P.N.E."
"1000",1000,1000,1000,"70 BC",49.1,17.55,6,"green",1751,20,1269,"P.N.E."
"1001",1001,1001,1001,"1583",53.32,16.01,5,"red",1751,31,1441,"N.E."
"1002",1002,1002,1002,"13 BC",55.09,15.62,5,"red",1751,4,883,"P.N.E."
"1003",1003,1003,1003,"445",40.89,11.43,17,"green",1751,23,1761,"N.E."
"1004",1004,1004,1004,"648",52.36,15.85,1,"blue",1751,19,947,"N.E."
"1005",1005,1005,1005,"1274 BC",34.75,11.56,0,"green",1751,6,696,"P.N.E."
"1006",1006,1006,1006,"923",55.4,16.14,6,"red",1751,27,1267,"N.E."
"1007",1007,1007,1007,"1535",40.45,11.23,8,"green",1751,3,984,"N.E."
"1008",1008,1008,1008,"1596",41.02,11.51,3,"green",1751,18,1095,"N.E."
"1009",1009,1009,1009,"1274 BC",59.99,17.39,31,"red",1751,12,2102,"P.N.E."
"1010",1010,1010,1010,"473",38.98,11.35,4,"blue",1751,0,775,"N.E."
"1011",1011,1011,1011,"1944 BC",53.19,14.57,2,"blue",1751,24,1136,"P.N.E."
"1012",1012,1012,1012,"733 BC",49.81,13.63,16,"red",1751,31,1850,"P.N.E."
"1013",1013,1013,1013,"1661 BC",47.13,13.6,5,"red",1751,8,946,"P.N.E."
"1014",1014,1014,1014,"1109",38.5,11.19,1,"red",1752,34,1245,"N.E."
"1015",1015,1015,1015,"545",41.13,11.3,10,"red",1752,34,1587,"N.E."
"1016",1016,1016,1016,"1055",60.61,17.06,4,"blue",1752,7,806,"N.E."
"1017",1017,1017,1017,"594 BC",41.22,12.99,12,"red",1752,1,1085,"P.N.E."
"1018",1018,1018,1018,"1742",43.26,12.33,4,"blue",1752,37,1523,"N.E."
"1019",1019,1019,1019,"3",37.4,10.3,3,"green",1752,29,1301,"N.E."
"1020",1020,1020,1020,"481 BC",46.73,14.56,15,"blue",1752,11,1474,"P.N.E."
"1021",1021,1021,1021,"629",43.56,12.96,11,"red",1752,19,1328,"N.E."
"1022",1022,1022,1022,"1877 BC",41.5,11.79,3,"blue",1752,1,750,"P.N.E."
"1023",1023,1023,1023,"755 BC",50.95,14.51,2,"red",1752,30,1270,"P.N.E."
"1024",1024,1024,1024,"1652 BC",40.19,11.86,11,"red",1752,27,1568,"P.N.E."
"1025",1025,1025,1025,"845 BC",41.25,11.42,0,"blue",1752,39,1375,"P.N.E."
"1026",1026,1026,1026,"480",38.85,14.33,19,"red",1752,34,2019,"N.E."
"1027",1027,1027,1027,"710",41.88,11.61,6,"blue",1752,11,952,"N.E."
"1028",1028,1028,1028,"178 BC",41.16,11.25,4,"red",1752,35,1426,"P.N.E."
"1029",1029,1029,1029,"293",51.52,14.21,10,"red",1752,24,1498,"N.E."
"1030",1030,1030,1030,"11 BC",43.7,11.97,13,"red",1752,3,1199,"P.N.E."
"1031",1031,1031,1031,"71 BC",47.68,13.14,2,"blue",1752,40,1448,"P.N.E."
"1032",1032,1032,1032,"1726 BC",47.16,15.72,18,"green",1752,22,1780,"P.N.E."
"1033",1033,1033,1033,"698",49.23,14.29,3,"green",1752,14,900,"N.E."
"1034",1034,1034,1034,"1546 BC",56.59,18.06,11,"green",1753,3,1096,"P.N.E."
"1035",1035,1035,1035,"1406 BC",43.27,12.48,3,"blue",1753,34,1392,"P.N.E."
"1036",1036,1036,1036,"1727",39.38,11.5,31,"red",1753,18,2174,"N.E."
"1037",1037,1037,1037,"127",46.63,13.75,1,"green",1753,36,1385,"N.E."
"1038",1038,1038,1038,"1513",37.98,11.72,23,"blue",1753,17,1878,"N.E."
"1039",1039,1039,1039,"829",52.33,17.39,27,"blue",1753,6,1711,"N.E."
"1040",1040,1040,1040,"813",45.98,13.06,20,"blue",1753,27,1855,"N.E."
"1041",1041,1041,1041,"1106 BC",48.24,13.94,0,"blue",1753,11,807,"P.N.E."
"1042",1042,1042,1042,"615",56.23,17.7,6,"red",1753,38,1509,"N.E."
"1043",1043,1043,1043,"1147",41.29,11.77,19,"red",1753,24,1729,"N.E."
"1044",1044,1044,1044,"949 BC",37.81,10.52,20,"green",1753,15,1680,"P.N.E."
"1045",1045,1045,1045,"846 BC",37.76,12.92,18,"red",1753,33,1985,"P.N.E."
"1046",1046,1046,1046,"502 BC",46.54,13.7,36,"red",1753,21,2470,"P.N.E."
"1047",1047,1047,1047,"1609 BC",41.69,14.29,34,"red",1753,28,2542,"P.N.E."
"1048",1048,1048,1048,"1812 BC",58.56,22.37,6,"red",1753,36,1546,"P.N.E."
"1049",1049,1049,1049,"1012 BC",55.71,15.88,4,"red",1753,10,951,"P.N.E."
"1050",1050,1050,1050,"1335 BC",43.87,12.66,4,"red",1753,40,1540,"P.N.E."
"1051",1051,1051,1051,"330",48.16,13.93,63,"red",1753,23,3594,"N.E."
"1052",1052,1052,1052,"664 BC",44.15,12.81,16,"green",1754,37,1997,"P.N.E."
"1053",1053,1053,1053,"1484",54.65,15.91,13,"red",1754,25,1527,"N.E."
"1054",1054,1054,1054,"538",44.72,13.32,16,"blue",1754,34,1834,"N.E."
"1055",1055,1055,1055,"1181 BC",49.62,13.77,5,"blue",1754,30,1392,"P.N.E."
"1056",1056,1056,1056,"237",41.08,12.53,11,"green",1754,38,1785,"N.E."
"1057",1057,1057,1057,"1429 BC",41.7,12.01,1,"red",1754,5,728,"P.N.E."
"1058",1058,1058,1058,"889 BC",38.4,10.97,12,"green",1754,4,1125,"P.N.E."
"1059",1059,1059,1059,"801",44.83,12.6,22,"red",1754,35,2062,"N.E."
"1060",1060,1060,1060,"1283 BC",50.72,15.18,15,"red",1754,25,1729,"P.N.E."
"1061",1061,1061,1061,"1669 BC",55.77,15.41,3,"blue",1754,2,750,"P.N.E."
"1062",1062,1062,1062,"1038",36.87,11.87,30,"green",1754,24,2169,"N.E."
"1063",1063,1063,1063,"1467",43.96,12.02,1,"blue",1754,22,1034,"N.E."
"1064",1064,1064,1064,"1947 BC",45.15,12.61,9,"blue",1754,23,1437,"P.N.E."
"1065",1065,1065,1065,"496",49.72,13.66,4,"blue",1754,17,1097,"N.E."
"1066",1066,1066,1066,"1765",51.45,15.17,21,"green",1754,21,1832,"N.E."
"1067",1067,1067,1067,"300",39.7,11.63,5,"red",1754,5,899,"N.E."
"1068",1068,1068,1068,"1155 BC",52.74,14.45,8,"red",1754,33,1587,"P.N.E."
"1069",1069,1069,1069,"1413",51.78,15.01,27,"blue",1754,39,2343,"N.E."
"1070",1070,1070,1070,"1234",40.41,12.11,6,"red",1754,1,783,"N.E."
"1071",1071,1071,1071,"746",44.6,14.88,1,"green",1754,37,1291,"N.E."
"1072",1072,1072,1072,"1336",44.3,12.88,13,"blue",1755,18,1390,"N.E."
"1073",1073,1073,1073,"1031",44.91,12.33,4,"red",1755,27,1211,"N.E."
"1074",1074,1074,1074,"38",52.74,16.73,9,"green",1755,39,1776,"N.E."
"1075",1075,1075,1075,"523",39.02,11.6,15,"red",1755,3,1180,"N.E."
"1076",1076,1076,1076,"431",45.23,13.93,19,"red",1755,3,1389,"N.E."
"1077",1077,1077,1077,"67 BC",43.92,13.05,14,"black",1755,32,1810,"P.N.E."
"1078",1078,1078,1078,"1555 BC",44.34,13.78,2,"blue",1755,17,1020,"P.N.E."
"1079",1079,1079,1079,"1431",51.69,14.31,8,"green",1755,31,1436,"N.E."
"1080",1080,1080,1080,"1329 BC",43,11.76,7,"black",1755,3,941,"P.N.E."
"1081",1081,1081,1081,"963",48.86,13.36,4,"red",1755,34,1367,"N.E."
"1082",1082,1082,1082,"909 BC",36.24,10.59,20,"blue",1755,33,2069,"P.N.E."
"1083",1083,1083,1083,"721 BC",51.24,15.21,9,"red",1755,36,1682,"P.N.E."
"1084",1084,1084,1084,"526 BC",49.6,13.87,2,"red",1755,20,1073,"P.N.E."
"1085",1085,1085,1085,"400",45.79,13.5,11,"red",1755,40,1847,"N.E."
"1086",1086,1086,1086,"777",49.23,14.95,32,"green",1755,21,2167,"N.E."
"1087",1087,1087,1087,"1651 BC",48.11,13.83,44,"green",1755,7,2507,"P.N.E."
"1088",1088,1088,1088,"1399 BC",43.57,12.39,27,"blue",1755,35,2388,"P.N.E."
"1089",1089,1089,1089,"1324",39.91,11.97,12,"red",1755,26,1493,"N.E."
"1090",1090,1090,1090,"1387 BC",38.05,11.38,16,"blue",1756,13,1511,"P.N.E."
"1091",1091,1091,1091,"826 BC",32.78,9.13,2,"red",1756,20,1081,"P.N.E."
"1092",1092,1092,1092,"499 BC",41.05,12.03,9,"blue",1756,35,1683,"P.N.E."
"1093",1093,1093,1093,"776",48.74,13.45,50,"blue",1756,15,2812,"N.E."
"1094",1094,1094,1094,"1983 BC",37.38,13.72,3,"red",1756,23,1177,"P.N.E."
"1095",1095,1095,1095,"410 BC",45.63,12.59,12,"red",1756,30,1669,"P.N.E."
"1096",1096,1096,1096,"1714 BC",52.83,14.92,10,"blue",1756,4,1097,"P.N.E."
"1097",1097,1097,1097,"354",50.32,16,18,"blue",1756,40,2099,"N.E."
"1098",1098,1098,1098,"1848 BC",45.24,15.09,8,"blue",1756,40,1735,"P.N.E."
"1099",1099,1099,1099,"968 BC",44.6,15.61,11,"red",1756,16,1345,"P.N.E."
"1100",1100,1100,1100,"540",52.57,14.76,3,"black",1756,10,825,"N.E."
"1101",1101,1101,1101,"1592",39.57,10.95,5,"green",1756,17,1152,"N.E."
"1102",1102,1102,1102,"1037 BC",38.17,11.39,22,"blue",1756,10,1717,"P.N.E."
"1103",1103,1103,1103,"927 BC",48.53,13.41,11,"blue",1756,20,1452,"P.N.E."
"1104",1104,1104,1104,"262 BC",46.71,14.9,6,"red",1756,19,1211,"P.N.E."
"1105",1105,1105,1105,"1999 BC",50.73,14.21,6,"blue",1756,4,956,"P.N.E."
"1106",1106,1106,1106,"290 BC",47.25,13.37,22,"green",1756,25,1979,"P.N.E."
"1107",1107,1107,1107,"109 BC",54,16.67,1,"red",1756,37,1395,"P.N.E."
"1108",1108,1108,1108,"62 BC",49.1,13.69,12,"red",1756,3,1126,"P.N.E."
"1109",1109,1109,1109,"1028 BC",46.13,16.93,6,"red",1756,23,1307,"P.N.E."
"1110",1110,1110,1110,"591 BC",30.37,8.41,2,"green",1756,5,745,"P.N.E."
"1111",1111,1111,1111,"1535",52.28,16.49,62,"red",1756,27,3608,"N.E."
"1112",1112,1112,1112,"1285 BC",37.09,11.37,5,"blue",1756,33,1490,"P.N.E."
"1113",1113,1113,1113,"862",41.61,12.06,10,"red",1756,11,1152,"N.E."
"1114",1114,1114,1114,"396",44.27,12.65,1,"green",1756,31,1267,"N.E."
"1115",1115,1115,1115,"762 BC",37.57,10.54,6,"blue",1757,6,969,"P.N.E."
"1116",1116,1116,1116,"705 BC",44.36,12.79,2,"blue",1757,19,1053,"P.N.E."
"1117",1117,1117,1117,"1673",45.41,14.44,6,"blue",1757,6,956,"N.E."
"1118",1118,1118,1118,"513 BC",47.75,13.09,0,"red",1757,2,635,"P.N.E."
"1119",1119,1119,1119,"288 BC",48.79,16.8,11,"green",1757,32,1713,"P.N.E."
"1120",1120,1120,1120,"596",41.7,11.81,7,"red",1757,18,1154,"N.E."
"1121",1121,1121,1121,"1559 BC",52.75,16.43,2,"red",1757,11,873,"P.N.E."
"1122",1122,1122,1122,"806 BC",48.13,13.27,6,"red",1757,8,997,"P.N.E."
"1123",1123,1123,1123,"1122",47.4,13.09,21,"blue",1757,38,2089,"N.E."
"1124",1124,1124,1124,"196",31.92,9.13,6,"blue",1757,36,1535,"N.E."
"1125",1125,1125,1125,"731",51.72,15.04,5,"green",1757,5,820,"N.E."
"1126",1126,1126,1126,"1027",36.05,10.35,8,"blue",1757,19,1215,"N.E."
"1127",1127,1127,1127,"493",38.04,11.31,9,"blue",1757,32,1620,"N.E."
"1128",1128,1128,1128,"410 BC",53.17,16.51,10,"red",1757,21,1410,"P.N.E."
"1129",1129,1129,1129,"21 BC",43.48,12.06,3,"blue",1757,15,1030,"P.N.E."
"1130",1130,1130,1130,"1797",38.31,10.7,1,"green",1757,39,1441,"N.E."
"1131",1131,1131,1131,"183",50.33,13.76,11,"red",1757,26,1567,"N.E."
"1132",1132,1132,1132,"1815 BC",40.41,11.46,24,"blue",1757,3,1635,"P.N.E."
"1133",1133,1133,1133,"983 BC",52.88,15.38,3,"red",1757,12,1000,"P.N.E."
"1134",1134,1134,1134,"960 BC",40.93,11.51,5,"green",1757,9,990,"P.N.E."
"1135",1135,1135,1135,"639 BC",50.08,17.39,16,"green",1757,33,1932,"P.N.E."
"1136",1136,1136,1136,"1297",39.08,12.89,24,"green",1757,31,2058,"N.E."
"1137",1137,1137,1137,"14 BC",38.01,10.52,4,"red",1757,1,761,"P.N.E."
"1138",1138,1138,1138,"1316",42.99,13.74,25,"red",1757,1,1506,"N.E."
"1139",1139,1139,1139,"1051",32.95,11.2,3,"red",1757,4,719,"N.E."
"1140",1140,1140,1140,"1488 BC",50.24,14.03,2,"red",1757,22,1141,"P.N.E."
"1141",1141,1141,1141,"1249 BC",40.76,12.29,2,"red",1757,21,1112,"P.N.E."
"1142",1142,1142,1142,"776",38.12,14.37,28,"red",1757,3,1676,"N.E."
"1143",1143,1143,1143,"291",49.05,14.46,29,"blue",1757,3,1812,"N.E."
"1144",1144,1144,1144,"125",43.01,11.96,2,"green",1757,2,729,"N.E."
"1145",1145,1145,1145,"1962 BC",45.29,12.75,1,"red",1758,1,641,"P.N.E."
"1146",1146,1146,1146,"327 BC",39.02,11.24,7,"red",1758,0,900,"P.N.E."
"1147",1147,1147,1147,"7",49.16,13.61,16,"green",1758,26,1782,"N.E."
"1148",1148,1148,1148,"284",37.38,10.73,25,"red",1758,30,2198,"N.E."
"1149",1149,1149,1149,"85",51.52,17.03,37,"blue",1758,27,2613,"N.E."
"1150",1150,1150,1150,"603",50.35,15.34,24,"blue",1758,24,1938,"N.E."
"1151",1151,1151,1151,"1048 BC",41.35,11.59,16,"blue",1758,27,1782,"P.N.E."
"1152",1152,1152,1152,"1636",52.42,15.24,3,"blue",1758,35,1411,"N.E."
"1153",1153,1153,1153,"1546 BC",53.94,16.53,7,"red",1758,35,1563,"P.N.E."
"1154",1154,1154,1154,"1317 BC",44.59,12.41,7,"blue",1758,27,1393,"P.N.E."
"1155",1155,1155,1155,"1045 BC",34.17,9.94,11,"blue",1758,5,1131,"P.N.E."
"1156",1156,1156,1156,"152",56.35,16.27,4,"blue",1758,1,791,"N.E."
"1157",1157,1157,1157,"1093",40.07,13.41,20,"red",1758,22,1714,"N.E."
"1158",1158,1158,1158,"867",32.38,9.63,1,"red",1758,8,691,"N.E."
"1159",1159,1159,1159,"885",40.06,12.05,4,"red",1758,26,1178,"N.E."
"1160",1160,1160,1160,"1777 BC",43.43,12.17,18,"red",1758,10,1516,"P.N.E."
"1161",1161,1161,1161,"726 BC",55.81,15.46,29,"red",1758,9,1978,"P.N.E."
"1162",1162,1162,1162,"1230",43.89,12.5,9,"blue",1759,30,1449,"N.E."
"1163",1163,1163,1163,"373",50.28,14.18,2,"red",1759,18,1040,"N.E."
"1164",1164,1164,1164,"998 BC",50.81,16.05,19,"blue",1759,13,1627,"P.N.E."
"1165",1165,1165,1165,"251 BC",50.37,14.03,4,"blue",1759,8,909,"P.N.E."
"1166",1166,1166,1166,"1002",35.63,9.93,2,"green",1759,38,1349,"N.E."
"1167",1167,1167,1167,"1187 BC",62.48,17.51,3,"red",1759,27,1294,"P.N.E."
"1168",1168,1168,1168,"1493 BC",57.52,15.92,2,"red",1759,35,1393,"P.N.E."
"1169",1169,1169,1169,"504 BC",53.79,15.17,4,"red",1759,9,920,"P.N.E."
"1170",1170,1170,1170,"1417 BC",37.17,11.15,32,"red",1759,12,2124,"P.N.E."
"1171",1171,1171,1171,"987 BC",54.23,15.39,8,"blue",1759,15,1215,"P.N.E."
"1172",1172,1172,1172,"1172 BC",40.75,12.09,30,"red",1759,22,2261,"P.N.E."
"1173",1173,1173,1173,"1050 BC",37.85,12.88,6,"red",1759,18,1193,"P.N.E."
"1174",1174,1174,1174,"697",33.14,9.38,9,"red",1759,37,1611,"N.E."
"1175",1175,1175,1175,"1234",49.79,13.75,4,"red",1759,32,1304,"N.E."
"1176",1176,1176,1176,"1017 BC",48.52,14.45,8,"red",1759,16,1223,"P.N.E."
"1177",1177,1177,1177,"461",56.63,15.68,2,"green",1759,25,1172,"N.E."
"1178",1178,1178,1178,"455 BC",36.27,11.46,13,"red",1759,13,1389,"P.N.E."
"1179",1179,1179,1179,"1584",47.26,15.27,2,"red",1760,19,1078,"N.E."
"1180",1180,1180,1180,"1452",48.92,16.74,19,"blue",1760,1,1286,"N.E."
"1181",1181,1181,1181,"1512 BC",49.27,13.72,5,"red",1760,25,1291,"P.N.E."
"1182",1182,1182,1182,"1123 BC",50.25,14.07,0,"red",1760,18,965,"P.N.E."
"1183",1183,1183,1183,"10 BC",38.63,12.6,21,"blue",1760,9,1607,"P.N.E."
"1184",1184,1184,1184,"840 BC",36.62,15.22,2,"red",1760,9,850,"P.N.E."
"1185",1185,1185,1185,"682 BC",40.71,13.72,7,"green",1760,6,1018,"P.N.E."
"1186",1186,1186,1186,"1614 BC",57.76,17.21,7,"red",1760,34,1579,"P.N.E."
"1187",1187,1187,1187,"917",39.2,12.02,7,"red",1760,25,1253,"N.E."
"1188",1188,1188,1188,"333 BC",54.04,16.95,5,"blue",1760,4,907,"P.N.E."
"1189",1189,1189,1189,"1613",49,13.55,8,"red",1760,37,1678,"N.E."
"1190",1190,1190,1190,"1534 BC",37.35,10.47,0,"green",1760,26,1128,"P.N.E."
"1191",1191,1191,1191,"156",44.23,13.38,21,"red",1760,22,1878,"N.E."
"1192",1192,1192,1192,"172 BC",56.23,16.03,21,"green",1760,2,1476,"P.N.E."
"1193",1193,1193,1193,"533",45.58,13.42,2,"green",1760,11,808,"N.E."
"1194",1194,1194,1194,"1142",40.96,11.58,4,"red",1760,12,910,"N.E."
"1195",1195,1195,1195,"1600",39.76,10.88,34,"red",1760,2,1984,"N.E."
"1196",1196,1196,1196,"1366 BC",51.2,17.58,3,"blue",1760,1,753,"P.N.E."
"1197",1197,1197,1197,"297",42.74,14.14,8,"red",1760,28,1466,"N.E."
"1198",1198,1198,1198,"753",49.93,13.83,5,"red",1760,24,1189,"N.E."
"1199",1199,1199,1199,"1805 BC",50.23,17.02,26,"red",1761,39,2434,"P.N.E."
"1200",1200,1200,1200,"1250 BC",44.9,12.63,9,"red",1761,22,1416,"P.N.E."
"1201",1201,1201,1201,"957",46.57,16.78,3,"blue",1761,2,658,"N.E."
"1202",1202,1202,1202,"1728",47.07,12.95,9,"red",1761,1,995,"N.E."
"1203",1203,1203,1203,"716",39.91,11.14,1,"red",1761,23,1016,"N.E."
"1204",1204,1204,1204,"244",46.43,13.19,35,"blue",1761,5,2084,"N.E."
"1205",1205,1205,1205,"1537 BC",45.4,13.17,8,"green",1761,17,1285,"P.N.E."
"1206",1206,1206,1206,"542 BC",36.81,10.44,3,"red",1761,10,906,"P.N.E."
"1207",1207,1207,1207,"1531",62.88,17.99,3,"red",1761,5,848,"N.E."
"1208",1208,1208,1208,"817 BC",50.52,14.12,19,"red",1761,36,2077,"P.N.E."
"1209",1209,1209,1209,"422",35.8,11.13,22,"blue",1761,36,2155,"N.E."
"1210",1210,1210,1210,"717",43.06,12.49,13,"blue",1762,29,1558,"N.E."
"1211",1211,1211,1211,"898",56.81,16.49,19,"red",1762,17,1585,"N.E."
"1212",1212,1212,1212,"1611 BC",31.6,10.02,17,"red",1762,20,1689,"P.N.E."
"1213",1213,1213,1213,"1678 BC",38.37,11.52,13,"blue",1762,6,1234,"P.N.E."
"1214",1214,1214,1214,"1164 BC",45.08,12.95,2,"blue",1762,28,1249,"P.N.E."
"1215",1215,1215,1215,"862 BC",49.55,16.48,8,"red",1762,22,1370,"P.N.E."
"1216",1216,1216,1216,"1384",44.39,12.78,19,"blue",1762,15,1614,"N.E."
"1217",1217,1217,1217,"467",48.86,14.73,7,"red",1762,13,1087,"N.E."
"1218",1218,1218,1218,"1493",48.4,14.38,15,"blue",1762,30,1697,"N.E."
"1219",1219,1219,1219,"1235",53.57,14.66,19,"red",1762,13,1518,"N.E."
"1220",1220,1220,1220,"1376 BC",45.08,12.5,22,"blue",1762,26,2020,"P.N.E."
"1221",1221,1221,1221,"1954 BC",42.09,11.52,10,"blue",1762,26,1532,"P.N.E."
"1222",1222,1222,1222,"1576 BC",40.01,11.42,5,"red",1762,11,1046,"P.N.E."
"1223",1223,1223,1223,"849 BC",38.92,14.82,2,"red",1762,25,1166,"P.N.E."
"1224",1224,1224,1224,"334",35.94,11.47,6,"black",1762,33,1518,"N.E."
"1225",1225,1225,1225,"877",38.95,10.94,14,"blue",1762,5,1147,"N.E."
"1226",1226,1226,1226,"1693 BC",50.02,13.7,13,"red",1762,33,1756,"P.N.E."
"1227",1227,1227,1227,"567 BC",46.31,14.55,3,"red",1762,31,1348,"P.N.E."
"1228",1228,1228,1228,"993 BC",51.25,14.04,4,"red",1762,25,1235,"P.N.E."
"1229",1229,1229,1229,"1079 BC",41.82,15.56,23,"green",1762,3,1571,"P.N.E."
"1230",1230,1230,1230,"1438",41.09,11.86,19,"green",1762,3,1370,"N.E."
"1231",1231,1231,1231,"1444 BC",52.61,14.57,10,"red",1762,12,1226,"P.N.E."
"1232",1232,1232,1232,"233 BC",47.9,13.94,3,"blue",1762,5,822,"P.N.E."
"1233",1233,1233,1233,"135",36.06,10.6,2,"blue",1763,18,1046,"N.E."
"1234",1234,1234,1234,"1111 BC",50.35,15.06,10,"red",1763,13,1250,"P.N.E."
"1235",1235,1235,1235,"1835 BC",43.08,12.66,9,"red",1763,6,1076,"P.N.E."
"1236",1236,1236,1236,"22 BC",37.09,11.44,4,"green",1763,19,1155,"P.N.E."
"1237",1237,1237,1237,"1828 BC",52.96,16.3,19,"green",1763,26,1866,"P.N.E."
"1238",1238,1238,1238,"655 BC",51.47,18.66,3,"blue",1763,6,865,"P.N.E."
"1239",1239,1239,1239,"747",55.67,16.9,6,"red",1763,34,1420,"N.E."
"1240",1240,1240,1240,"1567 BC",45.81,12.67,10,"green",1763,17,1343,"P.N.E."
"1241",1241,1241,1241,"66 BC",54.13,14.81,2,"red",1763,34,1346,"P.N.E."
"1242",1242,1242,1242,"746 BC",54.2,14.89,12,"red",1763,16,1428,"P.N.E."
"1243",1243,1243,1243,"1072",46.69,13.87,5,"blue",1764,27,1220,"N.E."
"1244",1244,1244,1244,"480",40.16,13,5,"red",1764,27,1335,"N.E."
"1245",1245,1245,1245,"404 BC",57.59,17.12,17,"blue",1764,28,1817,"P.N.E."
"1246",1246,1246,1246,"22",40.8,12.53,1,"blue",1764,14,918,"N.E."
"1247",1247,1247,1247,"1 BC",46.76,12.93,4,"red",1764,7,885,"P.N.E."
"1248",1248,1248,1248,"346 BC",56.27,17.24,10,"red",1764,9,1142,"P.N.E."
"1249",1249,1249,1249,"642 BC",41.29,12.15,10,"red",1764,16,1309,"P.N.E."
"1250",1250,1250,1250,"1473",52.04,15.95,20,"red",1764,22,1747,"N.E."
"1251",1251,1251,1251,"2",50.07,14.36,7,"blue",1764,2,930,"N.E."
"1252",1252,1252,1252,"1145 BC",48.97,13.4,14,"red",1764,1,1154,"P.N.E."
"1253",1253,1253,1253,"415",49.85,15.27,18,"red",1764,33,1990,"N.E."
"1254",1254,1254,1254,"1660 BC",38.61,13.11,19,"red",1764,36,2105,"P.N.E."
"1255",1255,1255,1255,"404 BC",38.28,11.22,23,"green",1764,24,1984,"P.N.E."
"1256",1256,1256,1256,"30 BC",41.95,12.2,12,"blue",1764,19,1445,"P.N.E."
"1257",1257,1257,1257,"529",48,14.33,15,"red",1764,24,1561,"N.E."
"1258",1258,1258,1258,"1950 BC",47.54,14.18,19,"blue",1764,7,1487,"P.N.E."
"1259",1259,1259,1259,"1094 BC",33.55,9.83,15,"red",1764,39,2001,"P.N.E."
"1260",1260,1260,1260,"251",38.86,13.1,3,"blue",1764,17,1053,"N.E."
"1261",1261,1261,1261,"812",36.58,10.29,2,"red",1765,25,1137,"N.E."
"1262",1262,1262,1262,"605",53.84,15.84,19,"green",1765,24,1774,"N.E."
"1263",1263,1263,1263,"1433 BC",30.07,8.54,20,"blue",1765,6,1545,"P.N.E."
"1264",1264,1264,1264,"1934 BC",41.74,11.5,21,"black",1765,9,1640,"P.N.E."
"1265",1265,1265,1265,"387",51.91,14.59,13,"black",1765,26,1641,"N.E."
"1266",1266,1266,1266,"433",53.27,14.99,13,"blue",1765,16,1445,"N.E."
"1267",1267,1267,1267,"407 BC",50.66,14.14,2,"red",1765,13,939,"P.N.E."
"1268",1268,1268,1268,"227",37.58,10.61,10,"blue",1765,36,1721,"N.E."
"1269",1269,1269,1269,"452",46.52,13.98,11,"blue",1765,38,1805,"N.E."
"1270",1270,1270,1270,"1261",42.25,11.8,2,"red",1765,26,1090,"N.E."
"1271",1271,1271,1271,"1068 BC",56.19,18.02,2,"green",1765,6,837,"P.N.E."
"1272",1272,1272,1272,"255 BC",41.98,11.96,4,"red",1765,11,965,"P.N.E."
"1273",1273,1273,1273,"623",44.17,13.72,28,"blue",1765,38,2409,"N.E."
"1274",1274,1274,1274,"810 BC",61.45,17.84,1,"blue",1765,20,1029,"P.N.E."
"1275",1275,1275,1275,"534",53.31,16.4,4,"red",1765,4,761,"N.E."
"1276",1276,1276,1276,"1001",54.46,15.66,21,"red",1765,25,1866,"N.E."
"1277",1277,1277,1277,"999 BC",35.7,10.19,36,"red",1765,8,2231,"P.N.E."
"1278",1278,1278,1278,"1030",45.98,14.81,26,"blue",1765,33,2212,"N.E."
"1279",1279,1279,1279,"29",50.6,14.23,3,"red",1766,32,1386,"N.E."
"1280",1280,1280,1280,"870",38.3,11.54,9,"red",1766,39,1617,"N.E."
"1281",1281,1281,1281,"1361",47.23,13.69,14,"red",1766,4,1121,"N.E."
"1282",1282,1282,1282,"1664",52.68,16.1,6,"green",1766,39,1591,"N.E."
"1283",1283,1283,1283,"901 BC",42.02,11.66,2,"blue",1766,32,1312,"P.N.E."
"1284",1284,1284,1284,"1768 BC",47.11,13.05,0,"red",1766,21,1029,"P.N.E."
"1285",1285,1285,1285,"1576",51.75,16.93,8,"blue",1766,32,1531,"N.E."
"1286",1286,1286,1286,"1442",47.3,13.17,1,"blue",1766,6,646,"N.E."
"1287",1287,1287,1287,"1553",38.63,10.77,9,"green",1766,1,971,"N.E."
"1288",1288,1288,1288,"1346 BC",41.03,16.35,9,"red",1766,8,1131,"P.N.E."
"1289",1289,1289,1289,"735",45.23,12.64,0,"green",1766,34,1190,"N.E."
"1290",1290,1290,1290,"278 BC",53.55,15.92,8,"blue",1766,4,999,"P.N.E."
"1291",1291,1291,1291,"669",51.85,14.42,13,"blue",1766,19,1446,"N.E."
